Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
94,Nic Claxton,C,23,BRK,75,75,29.8,5.4,7.7,0.706,0,0,0,5.4,7.7,0.708,0.706,1.7,3.3,0.537,2.4,6.8,9.2,1.9,0.8,2.5,1.3,2.8,12.6,claxtni01
95,Amir Coffey,SG,25,LAC,49,9,12.7,1.1,3,0.386,0.2,0.8,0.275,0.9,2.1,0.429,0.424,1,1.3,0.778,0.3,0.7,1.1,1.1,0.1,0.1,0.4,1,3.5,coffeam01
96,John Collins,PF,25,ATL,70,70,30,5,9.9,0.506,1,3.3,0.288,4.1,6.6,0.617,0.555,2,2.5,0.806,1.1,5.4,6.5,1.2,0.6,1,1.1,3.1,13,collijo01
97,Zach Collins,C,25,SAS,62,25,22.7,4.4,8.6,0.515,0.9,2.3,0.375,3.6,6.3,0.567,0.566,1.7,2.2,0.763,1.8,4.5,6.3,2.8,0.6,0.7,2,3.1,11.5,colliza01
98,Mike Conley,PG,35,TOT,65,64,30.3,3.8,9.1,0.424,2,5.2,0.382,1.9,3.9,0.48,0.533,2,2.4,0.835,0.5,2.2,2.8,6.7,1.1,0.2,1.5,2.1,11.7,conlemi01
98,Mike Conley,PG,35,UTA,43,42,29.7,3.6,8.7,0.408,1.8,5,0.362,1.8,3.8,0.469,0.511,1.8,2.2,0.813,0.4,2.1,2.5,7.7,1,0.2,1.7,2.2,10.7,conlemi01
98,Mike Conley,PG,35,MIN,22,22,31.5,4.4,9.8,0.451,2.4,5.7,0.416,2,4.1,0.5,0.572,2.5,2.8,0.871,0.7,2.5,3.3,4.9,1.3,0.2,1.2,1.8,13.6,conlemi01
99,Pat Connaughton,SG,30,MIL,61,33,23.7,2.7,6.9,0.392,1.8,5.3,0.339,0.9,1.6,0.566,0.521,0.4,0.7,0.659,0.8,3.8,4.6,1.3,0.6,0.2,0.5,1.1,7.6,connapa01
100,Xavier Cooks,PF,27,WAS,8,0,8.3,1,1.5,0.667,0,0,,1,1.5,0.667,0.667,0.3,0.3,1,0.6,1.3,1.9,0.8,0.1,0.3,0.8,1,2.3,cooksxa01
101,Robert Covington,PF,32,LAC,46,0,16.3,2.2,4.9,0.44,1.1,2.9,0.388,1,2,0.516,0.556,0.7,0.9,0.75,0.6,2.8,3.4,1.2,0.8,0.7,0.7,1.8,6.1,covinro01
102,Torrey Craig,SF,32,PHO,76,59,24.9,2.8,6.3,0.447,1.3,3.2,0.392,1.6,3.1,0.504,0.547,0.4,0.6,0.711,1.9,3.6,5.5,1.5,0.6,0.8,1,2.3,7.3,craigto01
103,Jae Crowder,SF,32,MIL,16,1,18.2,1.9,4.4,0.429,1.1,2.8,0.386,0.8,1.6,0.5,0.55,0.6,0.8,0.833,1,3,4,1.3,0.5,0.4,0.4,1.5,5.4,crowdja01
104,Jarrett Culver,SG,23,ATL,10,1,13.7,1.7,4.3,0.395,0.1,1.2,0.083,1.6,3.1,0.516,0.407,0.9,1.3,0.692,1,2.8,3.8,0.6,0.6,0.2,0.7,1.4,4.4,culveja01
105,Cade Cunningham,PG,21,DET,12,12,33.3,7.8,18.7,0.415,1.4,5.1,0.279,6.3,13.6,0.466,0.453,3,3.6,0.837,1,5.2,6.2,6,0.8,0.6,3.3,2.8,19.9,cunnica01
106,Seth Curry,SG,32,BRK,60,7,19.9,3.4,7.4,0.46,1.5,3.8,0.399,1.9,3.6,0.526,0.563,0.8,0.9,0.925,0.2,1.4,1.7,1.6,0.6,0.1,0.8,1.6,9.1,curryse01
107,Stephen Curry,PG,34,GSW,54,54,34.9,10,20.4,0.491,4.9,11.5,0.426,5.1,8.9,0.575,0.611,4.6,5,0.915,0.7,5.4,6.1,6.3,0.9,0.4,3.2,2.1,29.6,curryst01
108,Dyson Daniels,PG,19,NOP,58,11,17.8,1.5,3.6,0.42,0.5,1.5,0.314,1,2.1,0.496,0.486,0.4,0.7,0.65,0.6,2.6,3.2,2.3,0.7,0.2,1,1.7,3.9,daniedy01
109,Anthony Davis,C,29,LAL,54,52,34,9.8,17.3,0.568,0.4,1.4,0.26,9.5,16,0.594,0.578,6.3,8.1,0.782,3.5,8.9,12.4,2.6,1,2,2.2,2.6,26.3,davisan02
110,Johnny Davis,SG,20,WAS,26,3,13.3,2.1,5,0.42,0.5,1.8,0.255,1.7,3.2,0.512,0.466,0.5,0.9,0.522,0.3,1.8,2,0.7,0.3,0.3,0.5,1.6,5.2,davisjo06
111,Terence Davis,SG,25,SAC,62,4,12.8,2.4,5.5,0.437,1.4,3.6,0.382,1,1.8,0.544,0.563,0.5,0.7,0.829,0.3,1.9,2.2,1,0.7,0.2,0.8,1.6,6.7,daviste02
112,JD Davison,PG,20,BOS,10,0,2.7,0.5,1.3,0.385,0.1,0.4,0.25,0.4,0.9,0.444,0.423,0,0,,0.1,0.5,0.6,0.6,0.2,0,0.2,0.4,1.1,davisjd01
113,Darius Days,PF,23,HOU,4,0,6.3,1.3,3,0.417,0.8,2.5,0.3,0.5,0.5,1,0.542,0.5,0.5,1,0.3,1.3,1.5,0.3,0,0.3,0,0.5,3.8,daysda01
114,Dewayne Dedmon,C,33,TOT,36,1,10.9,1.9,3.9,0.496,0.3,1.1,0.289,1.6,2.8,0.574,0.536,0.9,1.3,0.696,0.9,2.5,3.4,0.5,0.2,0.5,0.6,1.9,5,dedmode01
114,Dewayne Dedmon,C,33,MIA,30,0,11.7,2.1,4.3,0.496,0.4,1.2,0.297,1.8,3.1,0.576,0.539,1.1,1.5,0.727,0.9,2.7,3.6,0.5,0.2,0.5,0.6,2,5.7,dedmode01
114,Dewayne Dedmon,C,33,PHI,6,1,7.2,0.8,1.7,0.5,0,0.2,0,0.8,1.5,0.556,0.5,0,0.3,0,0.7,1.5,2.2,0.5,0.2,0.8,0.5,1.2,1.7,dedmode01
115,Matthew Dellavedova,PG,32,SAC,32,0,6.7,0.5,1.6,0.34,0.3,0.8,0.333,0.3,0.7,0.348,0.43,0.1,0.2,0.571,0,0.4,0.4,1.3,0.2,0,0.3,0.6,1.5,dellama01
116,DeMar DeRozan,SF,33,CHI,73,73,36.4,8.9,17.6,0.505,0.6,1.9,0.326,8.3,15.8,0.526,0.522,6.2,7.2,0.872,0.5,4.2,4.7,5.1,1.1,0.5,2.1,2.5,24.7,derozde01
117,Moussa Diabaté,PF,21,LAC,21,1,9.2,1.1,2.2,0.5,0,0.1,0.5,1,2.1,0.5,0.511,0.5,0.8,0.625,1.5,0.9,2.3,0.2,0.3,0.4,0.4,0.7,2.7,diabamo01
118,Mamadi Diakite,PF,26,CLE,20,2,6.8,0.8,1.9,0.405,0.3,0.9,0.294,0.5,1,0.5,0.473,0,0,,0.3,0.7,1,0.2,0.1,0.4,0.4,1,1.8,diakima01
119,Hamidou Diallo,SG,24,DET,56,0,17.8,3.8,6.7,0.573,0.1,0.4,0.238,3.8,6.3,0.593,0.58,1.6,2.6,0.588,1,2.4,3.5,1,0.9,0.3,1.3,2.2,9.3,diallha01
120,Gorgui Dieng,C,33,SAS,29,1,10.9,1.3,3.5,0.376,0.6,2.3,0.273,0.7,1.2,0.571,0.465,0.2,0.3,0.75,0.8,2.2,3.1,1.6,0.1,0.4,0.9,1.7,3.4,dienggo01
121,Ousmane Dieng,SF,19,OKC,37,0,14.1,1.8,4.4,0.415,0.6,2.4,0.27,1.2,2,0.587,0.488,0.3,0.5,0.611,0.5,2.1,2.6,1,0.4,0.2,0.6,1.1,4.6,diengou01
122,Spencer Dinwiddie,PG,29,TOT,78,78,34.5,5.9,13.3,0.441,2.3,6.2,0.374,3.6,7.1,0.499,0.528,3.4,4.2,0.811,0.3,3,3.4,6.4,0.8,0.3,1.8,2.4,17.5,dinwisp01
122,Spencer Dinwiddie,PG,29,DAL,53,53,34.1,6,13.1,0.455,2.6,6.4,0.405,3.4,6.7,0.504,0.555,3.2,3.9,0.821,0.4,2.7,3.1,5.3,0.7,0.3,1.7,2.3,17.7,dinwisp01
122,Spencer Dinwiddie,PG,29,BRK,25,25,35.3,5.7,13.8,0.412,1.7,5.7,0.301,4,8.1,0.49,0.474,3.8,4.8,0.793,0.3,3.7,4,8.9,1.1,0.3,2.2,2.4,16.9,dinwisp01
123,Donte DiVincenzo,SG,26,GSW,70,34,26.3,3.2,7.5,0.43,2.1,5.2,0.392,1.2,2.2,0.519,0.568,0.8,1,0.812,1.1,3.4,4.5,3.4,1.3,0.1,1.5,1.9,9.3,divindo01
124,Luka Dončić,PG,23,DAL,65,65,36.6,11,22.1,0.497,2.8,8.2,0.345,8.2,13.9,0.588,0.562,7.8,10.6,0.742,0.8,7.8,8.7,8.1,1.4,0.5,3.6,2.5,32.7,doncilu01
125,Tyler Dorsey,SG,26,DAL,3,0,2.7,1.3,1.7,0.8,0.3,0.7,0.5,1,1,1,0.9,0,0,,0.3,0.3,0.7,0,0,0,0,0,3,dorsety01
126,Luguentz Dort,SG,23,OKC,73,72,30.9,4.6,11.9,0.39,1.8,5.6,0.333,2.8,6.3,0.441,0.468,2.7,3.5,0.773,1.7,2.9,4.6,2.1,1,0.3,1.2,3.3,13.8,dortlu01
127,Ayo Dosunmu,SG,23,CHI,78,50,26.1,3.5,7,0.496,0.7,2.3,0.322,2.7,4.7,0.582,0.549,0.8,1,0.815,0.6,2.1,2.7,2.6,0.8,0.3,1.2,2.3,8.5,dosunay01
128,Devon Dotson,PG,23,WAS,6,0,8.8,0.2,1.7,0.1,0.2,0.7,0.25,0,1,0,0.15,0,0,,1,0.7,1.7,1.3,0.8,0,0.5,1.5,0.5,dotsode01
129,Jeff Dowtin,PG,25,TOR,25,0,10.4,1,2.3,0.439,0.2,0.6,0.313,0.8,1.6,0.488,0.482,0.2,0.4,0.667,0.2,0.7,0.9,1.2,0.4,0.1,0.2,0.5,2.4,dowtije01
130,PJ Dozier,SG,26,SAC,14,0,2.5,0.4,1.1,0.333,0.1,0.5,0.143,0.3,0.6,0.5,0.367,0,0,,0,0.6,0.6,0.1,0.2,0.1,0.1,0.1,0.8,doziepj01
131,Goran Dragić,PG,36,TOT,56,0,14.7,2.3,5.6,0.417,0.9,2.4,0.356,1.5,3.2,0.463,0.494,0.5,0.8,0.674,0.2,1.1,1.3,2.6,0.2,0.1,1.1,1.2,6,dragigo01
131,Goran Dragić,PG,36,CHI,51,0,15.4,2.5,5.9,0.425,0.9,2.5,0.352,1.6,3.4,0.48,0.5,0.5,0.8,0.659,0.3,1.1,1.4,2.7,0.2,0.1,1.1,1.2,6.4,dragigo01
131,Goran Dragić,PG,36,MIL,5,0,7.4,0.6,2.6,0.231,0.6,1.4,0.429,0,1.2,0,0.346,0.4,0.4,1,0,0.6,0.6,1.4,0.4,0,0.6,0.4,2.2,dragigo01
132,Andre Drummond,C,29,CHI,66,0,12.7,2.5,4,0.61,0,0,0,2.5,4,0.617,0.61,1,1.8,0.537,2,4.6,6.6,0.5,0.7,0.4,1.1,1.8,5.9,drumman01
133,Chris Duarte,SF,25,IND,46,12,19.5,2.7,7.2,0.369,1.2,3.8,0.316,1.5,3.5,0.428,0.452,1.3,1.6,0.847,0.4,2.1,2.5,1.4,0.5,0.2,0.9,1.4,7.9,duartch01
134,David Duke Jr.,SG,23,BRK,21,0,8.6,1.4,3,0.46,0,0.4,0.125,1.3,2.6,0.509,0.468,0.3,0.5,0.636,0.4,0.6,1,0.8,0.3,0,0.7,1.3,3.1,dukeda01
135,Kris Dunn,PG,28,UTA,19,0,24,4.7,9.2,0.514,0.7,1.6,0.419,4.1,7.6,0.535,0.551,1.6,2.2,0.732,0.4,3.5,3.9,4.9,1.1,0.5,1.4,2.6,11.7,dunnkr01
136,Kevin Durant,PF-SF,34,TOT,46,46,35.5,10.3,18.3,0.562,1.9,4.8,0.395,8.4,13.6,0.62,0.613,6.6,7.1,0.924,0.4,6.3,6.7,5,0.7,1.4,3.3,2.2,29.1,duranke01
136,Kevin Durant,PF,34,BRK,39,39,36,10.5,18.8,0.559,1.8,4.8,0.376,8.7,14,0.622,0.607,6.8,7.3,0.934,0.4,6.4,6.7,5.3,0.8,1.5,3.5,2.4,29.7,duranke01
136,Kevin Durant,SF,34,PHO,7,7,32.7,9.1,15.7,0.582,2.3,4.4,0.516,6.9,11.3,0.608,0.655,5,5.9,0.854,0.4,5.9,6.3,3.4,0.3,1.3,2.3,1,25.6,duranke01
137,Jalen Duren,C,19,DET,65,29,24.8,3.9,6,0.649,0,0,0,3.9,5.9,0.652,0.649,1.5,2.4,0.611,3.4,5.3,8.7,1.2,0.7,0.9,1.3,2.7,9.2,durenja01
138,Tari Eason,PF,21,HOU,80,5,21.5,3.6,8,0.448,0.7,2.1,0.345,2.9,5.9,0.485,0.494,1.3,1.8,0.75,2.4,3.6,6,1,1.2,0.6,1.2,2.3,9.2,easonta01
139,Anthony Edwards,SG,21,MIN,77,77,36.1,8.9,19.4,0.459,2.7,7.3,0.368,6.2,12.1,0.513,0.528,4,5.3,0.763,0.5,5.2,5.7,4.5,1.5,0.7,3.3,2.4,24.5,edwaran01
140,Kessler Edwards,SF,22,TOT,34,4,10.4,1,2.6,0.386,0.5,1.6,0.302,0.5,1,0.514,0.477,0.3,0.4,0.769,0.6,1.1,1.7,0.6,0.4,0.2,0.4,1.1,2.8,edwarke02
140,Kessler Edwards,SF,22,BRK,14,1,5.6,0.4,1.7,0.25,0.1,0.9,0.167,0.3,0.9,0.333,0.292,0.1,0.1,0.5,0.4,0.6,1,0.1,0.2,0.1,0.3,0.2,1.1,edwarke02
140,Kessler Edwards,SF,22,SAC,20,3,13.7,1.4,3.2,0.438,0.7,2.1,0.341,0.7,1.2,0.609,0.547,0.5,0.6,0.818,0.8,1.5,2.2,1,0.5,0.3,0.5,1.7,4,edwarke02
141,Keon Ellis,SG,23,SAC,14,0,3.8,0.5,0.9,0.538,0.4,0.7,0.6,0.1,0.2,0.333,0.769,0.1,0.2,0.667,0.3,0.3,0.6,0.4,0.2,0.1,0.1,0.7,1.6,elliske01
142,Joel Embiid,C,28,PHI,65,65,34.7,11.1,20.2,0.547,1,3,0.328,10.1,17.2,0.585,0.571,10.1,11.8,0.859,1.7,8.5,10.2,4.2,1,1.7,3.4,3.1,33.3,embiijo01
143,Drew Eubanks,C,25,POR,77,27,20.2,2.7,4.2,0.639,0.1,0.2,0.286,2.6,4,0.655,0.645,1.1,1.6,0.664,1.7,3.6,5.3,1.3,0.5,1.3,0.9,2.2,6.4,eubandr01
144,Bruno Fernando,C,24,TOT,38,4,10.1,1.3,2.7,0.505,0,0.1,0,1.3,2.6,0.515,0.505,0.8,1.2,0.696,1.3,2,3.3,0.8,0.2,0.9,0.6,1.9,3.5,fernabr01
144,Bruno Fernando,C,24,HOU,31,4,11.7,1.5,3,0.516,0,0,0,1.5,3,0.522,0.516,1,1.4,0.682,1.5,2.4,3.9,1,0.2,1,0.6,2.2,4.1,fernabr01
144,Bruno Fernando,C,24,ATL,7,0,2.9,0.4,1.1,0.375,0,0.1,0,0.4,1,0.429,0.375,0.3,0.3,1,0.4,0.3,0.7,0.1,0,0.3,0.4,0.4,1.1,fernabr01
145,Dorian Finney-Smith,PF,29,TOT,65,65,30.6,3,7.6,0.391,1.7,5.2,0.337,1.2,2.5,0.503,0.505,0.7,0.9,0.763,1.7,3.1,4.8,1.5,0.8,0.5,0.9,2.2,8.4,finnedo01
145,Dorian Finney-Smith,PF,29,DAL,40,40,32.2,3.2,7.8,0.416,1.9,5.4,0.355,1.3,2.3,0.559,0.54,0.8,1,0.75,1.7,3,4.7,1.5,1,0.5,0.9,2,9.1,finnedo01
145,Dorian Finney-Smith,PF,29,BRK,25,25,28,2.6,7.4,0.349,1.4,4.7,0.305,1.2,2.7,0.426,0.446,0.6,0.8,0.789,1.8,3.2,5,1.6,0.6,0.6,1,2.5,7.2,finnedo01
146,Malachi Flynn,PG,24,TOR,51,1,12.7,1.5,4.4,0.345,0.9,2.5,0.349,0.6,1.9,0.34,0.445,0.4,0.6,0.724,0.3,1.1,1.4,1.3,0.4,0.1,0.5,1.2,4.4,flynnma01
147,Simone Fontecchio,SF,27,UTA,49,6,14,2,5.5,0.362,1.1,3.4,0.331,0.9,2.1,0.412,0.465,0.7,0.9,0.786,0.5,0.9,1.4,0.7,0.3,0.2,0.7,1.1,5.8,fontesi01
148,Bryn Forbes,SG,29,MIN,25,0,10.7,1.2,3.3,0.361,0.6,1.8,0.304,0.6,1.5,0.432,0.446,0.6,0.6,1,0.2,0.4,0.6,0.7,0.3,0.1,0.5,0.9,3.6,forbebr01
149,Trent Forrest,PG,24,ATL,22,3,11.8,1.1,2.5,0.446,0,0.1,0,1.1,2.5,0.463,0.446,0.1,0.1,0.667,0.2,1.4,1.6,1.5,0.3,0.1,0.7,0.8,2.4,forretr01
150,Michael Foster Jr.,PF,20,PHI,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,fostemi02
151,Evan Fournier,SG,30,NYK,25,7,17.2,2.1,6.2,0.342,1.3,4.2,0.311,0.8,2,0.408,0.448,0.7,0.8,0.857,0.2,1.7,1.9,1.4,0.6,0.1,0.8,1.8,6.3,fournev01
152,De'Aaron Fox,PG,25,SAC,72,72,33.6,9.4,18.3,0.512,1.6,5.1,0.324,7.8,13.3,0.583,0.556,4.8,6.1,0.78,0.5,3.7,4.2,6.2,1.2,0.3,2.5,2.4,25.2,foxde01
153,Markelle Fultz,PG,24,ORL,58,58,30.2,5.9,11.5,0.515,0.4,1.4,0.313,5.5,10.1,0.544,0.535,1.9,2.4,0.782,1.2,2.8,4,5.8,1.5,0.4,2.4,2.2,14.2,fultzma01
154,Wenyen Gabriel,PF,25,LAL,66,2,15.1,2.3,3.9,0.595,0.2,0.5,0.278,2.2,3.3,0.647,0.615,0.8,1.3,0.619,1.8,2.5,4.2,0.5,0.4,0.5,0.7,2.2,5.6,gabriwe01
155,Daniel Gafford,C,24,WAS,77,46,20.5,3.6,5,0.727,0,0,,3.6,5,0.727,0.727,1.6,2.4,0.672,2.1,3.4,5.5,1,0.4,1.3,1.1,2.4,8.9,gaffoda01
156,Darius Garland,PG,23,CLE,69,69,35.5,7.6,16.4,0.462,2.4,6,0.41,5.1,10.4,0.492,0.537,4,4.7,0.863,0.4,2.3,2.7,7.8,1.2,0.1,2.9,2.1,21.6,garlada01
157,Usman Garuba,PF,20,HOU,73,1,13,1.2,2.3,0.497,0.3,0.8,0.436,0.8,1.6,0.526,0.567,0.4,0.6,0.617,1.6,2.5,4.1,0.9,0.6,0.4,0.6,1.8,3.1,garubus01
158,Luka Garza,C,24,MIN,27,0,8.8,2.3,4.1,0.55,0.5,1.4,0.368,1.7,2.7,0.644,0.613,1.5,1.9,0.788,1.1,1.1,2.2,0.7,0.1,0.1,0.5,1.6,6.6,garzalu01
159,Rudy Gay,PF,36,UTA,56,0,14.6,1.9,5.1,0.38,0.6,2.3,0.254,1.4,2.8,0.484,0.437,0.8,0.9,0.857,0.6,2.3,2.9,1,0.3,0.3,0.7,1.2,5.2,gayru01
160,Paul George,SG,32,LAC,56,56,34.6,8.2,17.9,0.457,2.8,7.6,0.371,5.4,10.3,0.521,0.536,4.6,5.3,0.871,0.8,5.3,6.1,5.1,1.5,0.4,3.1,2.8,23.8,georgpa01
161,Taj Gibson,C,37,WAS,49,2,9.8,1.3,2.6,0.52,0.2,0.5,0.333,1.2,2.1,0.564,0.552,0.6,0.9,0.714,0.7,1.2,1.9,0.7,0.3,0.2,0.5,1.7,3.4,gibsota01
162,Josh Giddey,SG,20,OKC,75,75,31.1,7.1,14.7,0.483,1,3.1,0.323,6.1,11.7,0.525,0.516,1.4,1.9,0.73,2,5.9,7.9,6.1,0.7,0.4,2.8,1.9,16.6,giddejo01
163,Shai Gilgeous-Alexander,PG,24,OKC,67,67,35.5,10.4,20.3,0.512,0.9,2.4,0.35,9.6,17.9,0.534,0.533,9.9,10.9,0.908,0.9,4,4.8,5.4,1.7,1,2.9,2.8,31.5,gilgesh01
164,Anthony Gill,PF,30,WAS,57,7,10.3,1.2,2.1,0.555,0.1,0.4,0.16,1.1,1.6,0.66,0.571,0.8,1.1,0.746,0.6,1,1.6,0.5,0.1,0.2,0.2,1.2,3.2,gillan01
165,Rudy Gobert,C,30,MIN,68,68,31,5.2,7.9,0.657,0,0,0,5.2,7.9,0.661,0.657,3.2,4.9,0.648,3.4,8.4,11.7,1.2,0.8,1.3,1.8,3.1,13.6,goberru01
166,Jordan Goodwin,PG,24,WAS,60,6,17.6,2.5,5.5,0.445,0.6,1.8,0.327,1.9,3.7,0.502,0.498,0.8,1.1,0.769,0.9,2.3,3.2,2.7,0.9,0.4,0.9,1.5,6.3,goodwjo01
167,Aaron Gordon,PF,27,DEN,67,67,30.3,6.3,11.2,0.563,0.9,2.6,0.345,5.4,8.7,0.628,0.603,2.8,4.6,0.608,2.4,4.2,6.6,3,0.8,0.8,1.5,1.9,16.3,gordoaa01
168,Eric Gordon,SG,34,TOT,67,56,28.7,4.3,9.5,0.45,1.9,5.1,0.376,2.4,4.4,0.536,0.551,2.1,2.6,0.821,0.2,1.7,2,2.7,0.6,0.4,1.5,1.1,12.6,gordoer01
168,Eric Gordon,SG,34,HOU,47,47,30.2,4.5,10.2,0.439,1.8,5.2,0.347,2.7,5,0.536,0.528,2.3,2.9,0.815,0.3,1.8,2.1,2.9,0.6,0.4,1.8,1,13.1,gordoer01
168,Eric Gordon,SG,34,LAC,20,9,25.4,3.9,8,0.481,2.2,4.9,0.449,1.7,3.1,0.532,0.619,1.6,1.9,0.842,0.2,1.6,1.8,2.3,0.6,0.4,1,1.5,11.5,gordoer01
169,Devonte' Graham,PG,27,TOT,73,8,18.3,2.2,5.9,0.374,1.6,4.6,0.352,0.6,1.3,0.452,0.512,1.3,1.8,0.748,0.3,1.4,1.7,2.7,0.6,0.2,0.7,1.1,7.4,grahade01
169,Devonte' Graham,PG,27,NOP,53,0,15.3,1.6,4.4,0.368,1.2,3.6,0.347,0.4,0.8,0.463,0.511,0.8,1.1,0.746,0.2,1.1,1.4,2.2,0.6,0.2,0.5,0.9,5.3,grahade01
169,Devonte' Graham,PG,27,SAS,20,8,26.4,3.8,10,0.38,2.7,7.4,0.358,1.2,2.6,0.442,0.513,2.7,3.6,0.75,0.4,2.2,2.5,4,0.8,0.3,1.3,1.6,13,grahade01
170,Jerami Grant,PF,28,POR,63,63,35.7,6.9,14.5,0.475,2.3,5.7,0.401,4.6,8.8,0.523,0.554,4.4,5.4,0.813,0.8,3.7,4.5,2.4,0.8,0.8,1.8,2.4,20.5,grantje01
171,A.J. Green,SG,23,MIL,34,0,9.7,1.5,3.5,0.429,1.2,2.9,0.42,0.3,0.6,0.474,0.605,0.1,0.1,1,0.2,1.1,1.3,0.6,0.2,0,0.3,0.9,4.4,greenaj01
172,Danny Green,SG,35,TOT,9,0,9.8,1,2.6,0.391,0.9,2,0.444,0.1,0.6,0.2,0.565,0.1,0.1,1,0.2,0.6,0.8,0.2,0.3,0.1,0.7,1.1,3,greenda02
172,Danny Green,SG,35,MEM,3,0,14.3,1,3.7,0.273,1,2.7,0.375,0,1,0,0.409,0,0,,0.3,1,1.3,0.7,0.3,0,1,2,3,greenda02
172,Danny Green,SG,35,CLE,6,0,7.5,1,2,0.5,0.8,1.7,0.5,0.2,0.3,0.5,0.708,0.2,0.2,1,0.2,0.3,0.5,0,0.3,0.2,0.5,0.7,3,greenda02
173,Draymond Green,PF,32,GSW,71,71,31.6,3.4,6.5,0.528,0.5,1.8,0.307,2.9,4.7,0.612,0.57,1.1,1.5,0.713,0.9,6.4,7.3,6.9,1,0.8,2.8,3.2,8.5,greendr01
174,Jalen Green,SG,20,HOU,74,74,34.3,7.5,17.9,0.416,2.5,7.3,0.337,5,10.6,0.471,0.485,4.8,6.1,0.788,0.6,3.2,3.8,3.7,0.8,0.2,2.7,1.8,22.2,greenja05
175,JaMychal Green,PF,32,GSW,56,1,14,2.4,4.5,0.54,0.8,2,0.382,1.7,2.5,0.664,0.624,0.9,1.2,0.776,1.3,2.4,3.6,0.9,0.4,0.4,0.9,1.9,6.5,greenja01
176,Javonte Green,SG,29,CHI,31,1,15.1,2,3.4,0.575,0.4,1.1,0.382,1.5,2.3,0.667,0.637,0.9,1.4,0.674,0.9,1.9,2.7,0.7,0.7,0.7,0.6,1.7,5.3,greenja02
177,Jeff Green,PF,36,DEN,54,4,19.6,2.9,5.9,0.487,0.5,1.8,0.278,2.4,4.1,0.579,0.53,1.5,2.1,0.748,0.7,1.9,2.6,1.2,0.3,0.3,0.8,1.8,7.8,greenje02
178,Josh Green,SG,22,DAL,60,21,25.7,3.4,6.4,0.537,1.1,2.8,0.402,2.3,3.6,0.643,0.626,1.1,1.6,0.723,0.9,2.1,3,1.7,0.7,0.1,1.2,2.6,9.1,greenjo02
179,AJ Griffin,SF,19,ATL,71,11,19.3,3.4,7.3,0.467,1.4,3.6,0.394,2,3.7,0.538,0.563,0.6,0.6,0.909,0.5,1.6,2.1,1,0.6,0.2,0.6,1.2,8.8,griffaj01
180,Blake Griffin,C,33,BOS,39,15,13.9,1.6,3.2,0.488,0.5,1.6,0.344,1,1.6,0.625,0.572,0.5,0.8,0.656,1.2,2.7,3.8,1.4,0.3,0.2,0.5,1.8,4.2,griffbl01
181,Quentin Grimes,SG,22,NYK,69,64,29.8,3.9,8.4,0.465,2.1,5.6,0.381,1.8,2.8,0.637,0.593,1.1,1.4,0.794,0.7,2.6,3.3,2.1,0.7,0.4,1,2.5,11.1,grimequ01
182,Rui Hachimura,PF,24,TOT,61,9,23.3,4.5,9.2,0.488,0.8,2.5,0.327,3.7,6.7,0.548,0.532,1.4,1.9,0.741,0.8,3.7,4.5,0.9,0.3,0.4,0.9,1.2,11.2,hachiru01
182,Rui Hachimura,PF,24,WAS,30,0,24.3,5.3,10.8,0.488,1,3,0.337,4.3,7.8,0.545,0.534,1.5,1.9,0.759,0.6,3.6,4.3,1.2,0.4,0.4,1.2,1.3,13,hachiru01
182,Rui Hachimura,PF,24,LAL,31,9,22.3,3.7,7.7,0.487,0.6,2.1,0.313,3.1,5.6,0.552,0.529,1.4,1.9,0.724,1,3.7,4.7,0.6,0.3,0.4,0.5,1.1,9.5,hachiru01
183,Tyrese Haliburton,PG,22,IND,56,56,33.6,7.4,15,0.49,2.9,7.2,0.4,4.5,7.8,0.572,0.586,3.1,3.6,0.871,0.6,3.1,3.7,10.4,1.6,0.4,2.5,1.2,20.7,halibty01
184,Jordan Hall,SF,21,SAS,9,0,9.2,1,3.1,0.321,0.3,1.7,0.2,0.7,1.4,0.462,0.375,0.8,1,0.778,0.3,1,1.3,1.2,0.1,0,0.8,0.7,3.1,halljo02
185,R.J. Hampton,PG,21,TOT,45,1,15.9,2.2,5,0.429,0.9,2.5,0.363,1.2,2.5,0.496,0.52,1.3,1.7,0.75,0.4,1.4,1.8,1.2,0.6,0.2,0.9,1.1,6.5,hamptrj01
185,R.J. Hampton,PG,21,ORL,26,0,13.9,1.9,4.4,0.439,0.7,2,0.34,1.2,2.3,0.525,0.518,1.2,1.4,0.838,0.3,1.2,1.5,1.3,0.6,0.2,0.8,0.8,5.7,hamptrj01
185,R.J. Hampton,PG,21,DET,19,1,18.6,2.5,5.9,0.42,1.2,3.2,0.383,1.3,2.7,0.462,0.522,1.4,2.1,0.667,0.4,1.8,2.2,0.9,0.5,0.2,1.1,1.4,7.5,hamptrj01
186,Tim Hardaway Jr.,SG,30,DAL,71,45,30.3,4.8,11.9,0.401,3,7.7,0.385,1.8,4.2,0.431,0.527,1.8,2.3,0.77,0.3,3.2,3.5,1.8,0.7,0.2,0.8,1.7,14.4,hardati02
